N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Predicted_Yield
0,4,3,4,1,5,2,1,3,0,1,1,3,2,5,1,0,4,0,9.537285067873302
2,2,2,2,4,0,1,1,4,4,0,3,5,0,2,0,1,4,0,9.72762886597938
4,3,0,2,4,3,2,4,1,4,0,0,3,1,5,0,1,4,3,9.72762886597938
4,2,4,3,2,0,2,0,2,1,1,0,2,0,2,3,3,3,4,8.945600000000002
2,4,1,1,2,0,4,4,1,2,3,3,3,4,0,3,5,0,4,8.768073394495408
2,0,2,4,4,1,0,3,1,1,4,2,5,3,2,4,1,1,2,74.18192660550459
0,0,1,2,3,0,3,0,4,4,4,4,2,3,0,0,3,1,1,8.171690821256044
3,3,3,4,0,5,0,3,4,1,2,4,3,2,0,1,1,3,1,9.537285067873302
0,0,1,1,1,1,3,0,0,4,0,2,3,4,5,3,1,2,1,9.612916666666669
2,1,0,0,1,5,2,1,0,2,0,1,1,0,5,4,3,1,0,75.35153005464484
4,2,2,3,4,3,4,4,1,3,0,1,1,0,5,0,0,1,2,8.171690821256044
1,3,4,2,3,1,2,1,1,4,2,4,1,3,2,1,0,2,4,11.034971098265904
0,4,4,0,0,1,4,0,0,3,4,4,0,1,2,1,1,3,3,11.034971098265904
0,4,0,2,4,3,3,2,3,1,0,1,1,0,2,2,0,1,3,23.508602150537637
1,0,3,0,4,3,2,1,3,3,0,4,1,2,0,1,0,2,1,12.080891089108912
0,1,4,3,1,5,1,2,1,4,0,2,5,2,0,0,0,0,2,6.877452229299362
1,2,1,2,3,0,0,0,1,0,4,0,1,2,2,3,1,4,4,9.811140939597317
1,0,2,0,3,1,0,0,2,1,4,1,3,0,0,0,3,2,3,6.5166134185303495
0,4,3,2,3,1,0,2,0,4,4,1,1,3,2,3,1,1,0,9.612916666666669
1,4,1,1,3,5,1,1,0,3,3,1,2,3,0,3,0,3,0,10.164502617801048
0,3,1,3,2,1,2,0,3,0,3,4,2,0,0,0,0,1,2,6.5166134185303495
0,3,1,1,4,3,4,2,2,4,0,3,1,2,5,5,1,3,4,10.302058823529412
4,0,3,4,2,1,3,0,3,2,2,0,3,0,0,0,0,1,4,6.5166134185303495
1,3,1,0,0,0,0,3,4,4,3,0,0,1,0,3,5,0,1,9.612916666666669
4,1,0,2,0,3,3,0,3,3,4,3,1,0,2,4,1,1,0,74.61652631578949
4,0,2,3,0,5,2,4,4,3,4,2,2,2,2,2,0,2,0,24.509677419354837
0,1,1,0,2,5,3,3,2,1,1,0,3,3,0,4,3,2,0,74.18192660550459
0,1,4,1,1,1,3,4,0,2,0,0,0,4,2,4,0,3,0,75.74634615384616
0,3,0,1,4,3,0,2,0,4,0,1,1,3,2,2,1,1,0,25.472265193370177
4,1,4,0,4,3,4,0,3,4,3,4,0,4,0,0,1,3,2,9.72762886597938
4,0,0,2,4,3,2,1,1,0,0,0,5,2,0,2,0,1,3,24.92750000000001
1,1,0,3,4,1,3,4,2,2,4,2,5,2,2,3,5,2,1,9.811140939597317
3,1,0,1,1,1,1,3,3,2,4,0,3,1,2,5,5,4,2,8.94265306122449
4,1,0,2,2,5,0,1,1,2,0,4,0,1,0,3,1,3,4,10.942600732600736
0,1,0,5,1,0,3,2,4,2,2,2,5,4,5,0,0,1,4,6.5166134185303495
2,1,2,4,0,3,4,1,1,0,3,4,1,3,5,2,3,3,1,24.029944444444446
2,0,0,0,4,1,2,2,0,4,4,1,1,1,0,2,0,0,3,25.472265193370177
4,3,1,0,3,1,1,4,4,3,2,2,0,3,5,5,0,4,0,10.302058823529412
4,2,0,2,0,0,3,1,2,2,0,3,5,1,2,0,3,4,2,7.221184210526316
3,3,2,1,1,1,2,1,1,4,3,4,3,0,0,4,3,4,2,76.54311111111109
4,2,3,0,2,1,1,2,4,2,1,0,1,0,2,5,3,3,2,10.302058823529412
1,1,0,1,0,1,4,2,4,0,2,1,0,1,0,5,5,0,0,6.176052631578948
3,1,1,0,1,3,3,0,0,2,1,4,5,3,2,5,0,2,3,8.16909090909091
2,3,0,2,3,0,2,1,4,1,4,1,3,1,0,4,5,2,1,74.18192660550459
4,0,4,2,4,5,2,1,2,4,2,4,1,3,5,5,0,2,4,8.938058252427181
4,0,2,0,4,0,1,4,3,0,3,3,0,1,0,0,3,3,0,8.074245283018866
2,4,3,2,2,0,1,0,0,1,0,2,2,0,0,0,5,3,3,8.074245283018866
3,4,3,2,1,5,2,4,3,3,2,1,0,3,2,3,0,1,1,8.768073394495408
1,3,0,3,4,5,0,1,1,1,1,2,0,2,0,1,0,3,1,10.871235955056179
2,3,0,4,3,1,1,1,0,0,0,3,0,3,0,4,0,1,1,74.18192660550459
3,2,1,4,2,1,2,2,0,1,3,3,1,2,5,5,0,0,1,8.16909090909091
1,2,0,2,4,1,3,2,1,4,4,0,1,2,0,4,0,0,1,74.69249999999998
4,0,4,4,2,3,3,3,4,2,3,3,1,4,5,4,3,3,4,76.54311111111109
1,4,0,0,0,3,0,2,0,3,0,4,0,4,2,5,3,4,3,8.94265306122449
4,3,0,2,4,0,1,4,1,1,3,2,0,4,2,1,1,0,3,8.675300546448087
4,0,2,3,2,3,1,4,2,4,4,1,5,0,5,2,0,0,1,24.509677419354837
3,2,1,2,3,3,2,0,1,2,0,3,5,4,2,0,0,2,1,8.171690821256044
2,0,1,1,1,5,2,3,4,1,4,0,3,1,5,4,5,0,2,73.27591304347824
1,1,1,0,0,1,0,2,2,3,3,4,2,0,2,5,3,3,3,8.94265306122449
4,1,2,1,1,5,3,4,3,2,4,2,1,4,2,5,1,0,4,8.16909090909091
4,4,0,3,0,1,3,4,1,1,3,3,2,0,2,4,5,0,1,72.96228571428571
2,0,3,4,0,0,4,1,0,3,3,1,1,1,0,2,5,3,4,26.050513833992078
0,3,4,1,1,5,0,3,1,0,3,2,5,0,0,0,0,4,4,7.221184210526316
3,1,0,4,2,1,2,0,1,3,4,2,3,1,2,0,0,1,0,6.877452229299362
1,5,3,0,4,5,2,1,4,2,4,4,2,3,0,2,5,2,3,25.472265193370177
0,4,3,4,4,5,0,1,0,2,3,3,0,2,0,2,5,2,2,26.050513833992078
4,3,4,4,0,1,4,3,4,1,2,4,5,3,2,1,3,0,2,7.823953488372093
0,1,1,0,4,3,3,0,1,1,1,4,3,3,2,4,3,3,2,74.73657142857142
0,3,4,1,2,5,1,2,3,3,1,3,1,1,0,5,0,0,4,8.938058252427181
1,0,3,0,3,0,3,4,4,4,4,0,1,4,5,0,3,0,0,6.877452229299362
0,0,0,4,0,3,0,3,2,1,4,1,3,3,2,4,1,3,3,74.78376146788992
2,1,3,2,1,5,4,2,0,0,1,4,1,3,5,1,3,4,1,9.537285067873302
3,3,2,3,4,0,0,3,2,0,2,0,1,3,0,0,3,3,4,8.074245283018866
3,0,0,1,2,0,4,2,0,2,1,2,0,1,2,5,0,4,4,10.302058823529412
3,0,4,4,0,1,4,4,4,1,3,3,1,4,5,5,1,4,1,9.010185185185188
4,3,3,1,1,3,2,2,3,2,1,4,2,4,5,0,0,4,1,8.074245283018866
1,0,2,1,1,3,3,3,2,2,4,2,3,3,5,3,0,3,2,10.164502617801048
0,0,0,1,3,1,1,4,0,3,2,4,3,0,5,0,3,0,0,6.877452229299362
4,1,2,2,4,5,1,3,4,2,1,2,0,3,0,1,1,4,2,10.871235955056179
3,4,4,0,3,5,1,1,0,3,2,0,5,1,2,4,1,1,2,75.35153005464484
3,1,1,2,4,0,2,3,0,4,3,2,5,0,2,4,1,1,4,75.35153005464484
1,0,0,0,4,0,1,4,4,1,2,2,1,2,2,5,1,2,1,8.16909090909091
3,0,0,2,0,0,1,1,0,3,2,2,3,3,2,2,3,4,1,26.050513833992078
4,2,1,2,0,0,2,4,3,1,4,4,2,3,2,0,0,4,2,7.221184210526316
3,2,2,1,2,1,4,1,0,0,3,3,2,0,2,1,3,2,4,9.537285067873302
4,1,2,1,0,5,2,2,3,0,4,0,1,3,5,0,0,4,2,7.221184210526316
4,2,4,3,3,0,4,3,4,3,0,2,5,3,0,2,5,4,4,26.050513833992078
3,1,0,0,0,3,4,1,1,0,3,2,1,2,0,0,3,1,0,6.5166134185303495
0,4,1,1,2,0,1,0,1,4,3,4,5,0,0,3,3,1,4,9.612916666666669
3,3,4,3,1,0,3,2,4,2,0,2,0,0,2,0,3,1,2,6.5166134185303495
0,2,0,0,2,5,3,3,0,1,4,2,0,3,2,0,0,3,1,8.074245283018866
1,1,2,2,3,0,2,2,1,3,4,0,0,1,0,1,1,3,0,11.034971098265904
3,2,2,0,4,1,0,3,3,0,2,3,3,3,2,5,5,0,0,7.0563636363636375
4,4,4,0,1,5,2,3,3,0,1,3,5,4,0,4,3,1,3,73.27591304347824
0,1,2,3,3,5,0,2,2,2,0,1,5,2,0,4,0,4,4,75.74634615384616
4,4,0,1,0,0,4,1,4,0,0,3,3,1,2,3,0,4,3,8.945600000000002
3,2,0,1,0,1,4,2,4,0,0,0,0,3,2,4,1,0,3,72.96228571428571
0,3,0,3,0,5,2,1,4,3,4,2,3,3,5,0,3,4,0,8.849047619047626
3,3,3,0,2,3,2,0,0,2,3,2,1,1,0,1,3,3,1,11.034971098265904
3,1,5,2,2,0,2,4,3,2,0,0,0,0,5,2,0,3,3,26.050513833992078
4,3,0,4,0,5,0,3,4,3,4,3,5,1,0,0,0,4,2,8.849047619047626
2,2,4,2,1,0,1,4,0,3,0,0,1,1,0,2,1,0,0,24.509677419354837
3,3,2,0,0,3,4,3,1,4,2,4,1,4,5,0,3,3,1,8.171690821256044
4,0,3,2,3,0,1,0,4,0,3,0,0,1,0,0,3,0,4,5.338695652173913
1,1,3,0,3,0,2,1,2,0,4,2,3,1,5,1,0,2,4,9.537285067873302
4,3,2,1,3,1,3,4,2,2,4,4,5,2,0,3,0,1,0,8.768073394495408
3,3,3,4,2,1,4,2,1,4,4,0,0,0,5,5,1,4,1,11.379772727272728
4,1,1,0,3,3,1,4,1,3,1,4,1,0,2,5,5,0,4,8.938058252427181
2,3,3,0,1,1,4,2,4,3,1,3,1,1,2,5,3,4,2,8.94265306122449
1,0,1,1,0,5,1,4,1,1,3,1,1,4,0,4,0,1,0,72.96228571428571
4,0,2,5,3,1,4,3,1,2,4,4,1,2,5,2,5,0,2,25.472265193370177
1,2,1,1,3,5,2,1,2,3,3,4,3,1,2,1,3,3,2,11.034971098265904
0,2,1,0,4,3,0,4,1,2,1,3,5,0,5,1,0,4,4,12.080891089108912
5,4,3,2,4,3,0,2,4,1,4,4,3,1,5,1,0,4,3,10.871235955056179
3,3,0,2,4,0,4,2,3,3,4,0,0,2,0,2,5,4,2,27.17615384615385
0,2,2,2,4,5,0,2,2,2,0,2,3,2,5,5,0,1,1,8.16909090909091
0,0,2,4,3,0,2,4,3,1,0,4,0,3,0,0,1,1,3,6.5166134185303495
4,3,4,1,0,0,2,1,0,2,4,0,2,1,2,0,1,4,2,7.221184210526316
1,1,1,1,0,0,1,0,3,1,2,2,2,3,5,1,1,0,3,7.823953488372093
2,2,4,0,4,5,2,2,1,0,0,4,0,2,2,2,1,4,2,24.92750000000001
2,4,1,3,1,1,2,4,3,2,1,2,3,1,5,5,3,1,4,7.74842519685039
0,1,2,1,0,5,0,2,4,4,2,0,0,4,2,1,0,3,0,11.034971098265904
0,1,2,4,2,1,3,1,1,1,3,4,1,3,2,5,0,1,2,7.846071428571428
3,0,1,4,1,5,1,3,0,2,0,1,3,4,5,0,1,3,3,6.5166134185303495
2,0,4,0,2,3,1,3,0,4,4,0,2,2,0,4,5,1,0,75.35153005464484
0,4,4,4,3,3,1,2,4,4,2,4,5,4,2,0,0,1,0,8.171690821256044
2,2,1,1,3,1,3,1,2,0,2,3,2,1,5,4,5,1,0,74.18192660550459
4,1,0,2,2,0,3,1,3,3,2,2,5,4,0,3,1,3,4,10.942600732600736
2,4,2,3,1,0,0,2,2,1,0,1,0,3,5,2,0,1,4,22.637553191489346
1,1,2,3,0,0,2,4,0,0,3,3,0,2,2,5,5,2,0,6.999615384615385
3,4,4,3,4,0,2,2,0,3,0,2,1,2,5,2,5,1,3,25.472265193370177
0,1,4,2,1,5,4,1,1,2,2,1,2,3,2,3,1,0,2,8.768073394495408
0,3,2,4,2,3,4,0,4,1,2,4,2,4,5,5,3,3,0,8.082162162162161
3,1,2,3,2,5,3,1,2,3,1,2,0,2,2,1,3,4,2,11.034971098265904
0,2,2,1,1,5,2,2,4,1,2,4,0,1,0,2,3,1,0,22.637553191489346
2,3,2,4,1,5,3,2,1,3,1,0,1,3,5,5,1,1,0,8.16909090909091
1,4,3,4,1,1,2,3,3,1,3,1,3,3,0,4,0,4,1,74.78376146788992
3,0,4,2,1,3,0,0,0,1,2,1,0,0,2,3,0,4,4,8.945600000000002
3,2,3,3,0,1,3,3,0,0,0,4,1,0,0,5,1,3,2,8.082162162162161
4,4,4,4,4,0,2,1,2,0,2,4,0,3,5,1,5,2,0,10.871235955056179
0,2,0,4,2,3,0,1,3,4,0,3,3,1,2,2,1,0,0,25.472265193370177
2,2,0,0,0,1,1,1,4,2,0,2,5,2,5,0,0,2,0,6.5166134185303495
3,0,1,3,2,1,1,3,0,4,0,2,5,0,0,5,3,1,1,8.938058252427181
3,2,2,4,1,5,3,4,4,3,0,0,0,3,2,0,1,1,0,8.171690821256044
1,3,2,1,1,1,2,0,2,3,4,3,3,2,0,3,3,4,1,10.942600732600736
0,1,2,3,4,1,0,2,3,3,3,4,1,4,0,3,1,2,0,8.768073394495408
3,0,4,2,4,0,4,2,3,0,3,4,2,2,2,3,1,2,3,9.811140939597317
0,3,3,1,3,0,3,0,1,1,4,1,0,0,0,2,3,2,2,24.92750000000001
2,0,0,0,4,1,3,3,1,3,0,2,2,3,5,0,0,3,3,9.72762886597938
4,0,2,3,4,1,4,1,2,3,0,4,5,4,2,4,0,1,1,73.78021739130435
4,3,3,1,2,1,1,2,0,4,3,4,0,1,5,2,5,3,2,26.050513833992078
4,1,2,1,4,5,2,3,3,3,3,0,3,0,2,2,5,2,3,25.472265193370177
2,1,2,2,2,5,3,2,3,3,4,1,0,4,2,2,5,3,0,26.050513833992078
0,3,0,2,0,5,2,3,4,2,1,0,5,2,0,3,3,2,1,10.164502617801048
2,4,1,1,4,0,2,2,4,4,2,4,3,0,5,1,1,1,4,10.23457831325301
4,4,3,3,0,3,4,1,3,1,2,3,0,0,5,2,1,0,4,22.637553191489346
1,2,1,3,1,5,1,4,3,0,1,3,3,4,2,3,3,2,4,8.945600000000002
1,1,2,0,1,5,3,1,2,1,1,0,1,2,0,1,3,1,0,8.675300546448087
2,1,1,2,4,1,4,3,1,0,1,3,3,1,0,4,0,4,2,75.71182608695652
0,3,0,3,0,5,1,3,0,2,4,1,2,4,5,1,0,1,1,9.285496183206106
0,3,4,0,2,3,2,3,0,4,1,4,3,4,5,2,1,3,4,26.050513833992078
2,3,0,4,2,0,4,2,0,1,3,4,2,0,2,5,5,2,2,8.16909090909091
4,5,2,2,2,5,0,4,3,2,1,0,3,2,0,2,0,0,0,25.472265193370177
0,2,1,0,1,0,3,1,4,4,0,3,1,1,2,0,3,1,0,8.171690821256044
3,2,0,1,2,5,2,3,4,4,4,1,1,2,5,4,0,4,3,77.22950000000002
1,3,0,2,4,0,3,4,4,1,0,3,2,4,5,3,5,1,4,8.382038834951457
1,4,2,0,0,0,1,0,0,2,0,0,3,4,2,5,3,2,1,8.94265306122449
2,2,4,0,4,5,1,3,0,1,1,1,1,2,2,1,0,2,2,10.871235955056179
2,3,4,0,1,5,2,4,3,2,1,0,5,0,0,2,1,3,3,24.029944444444446
4,3,3,2,2,0,1,0,0,1,1,1,1,1,5,2,0,4,2,24.92750000000001
4,1,4,1,3,3,1,0,4,0,4,3,0,2,0,5,0,3,3,8.082162162162161
1,0,5,4,4,3,1,1,2,0,1,4,1,1,2,5,3,2,1,8.919565217391302
0,2,2,2,0,3,4,4,4,3,3,1,5,0,0,4,3,4,0,76.19823529411767
2,0,4,3,3,3,1,1,1,0,0,4,1,3,5,5,5,3,2,9.010185185185188
2,0,1,3,0,5,4,1,3,0,4,4,0,2,2,4,3,1,2,72.96228571428571
0,3,4,2,2,1,1,4,3,1,1,3,3,4,0,3,5,1,3,7.288068965517241
3,4,1,3,3,0,3,0,1,1,2,4,0,2,0,5,1,4,0,9.010185185185188
3,4,2,2,0,3,3,4,1,3,2,1,2,0,5,3,1,0,0,9.612916666666669
2,4,3,1,3,3,0,3,2,3,1,4,1,1,0,4,0,0,1,73.78021739130435
4,4,4,2,1,1,2,4,1,4,2,0,0,4,2,0,3,3,2,8.849047619047626
0,1,1,4,3,1,0,0,2,2,4,2,2,0,5,3,0,0,2,8.768073394495408
4,5,2,2,3,5,4,1,2,0,1,2,0,2,0,4,3,4,3,75.71182608695652
1,4,1,1,3,0,2,1,3,4,4,3,0,0,5,1,0,0,4,10.23457831325301
0,4,1,0,0,0,0,0,0,0,1,1,2,4,0,5,1,1,3,6.176052631578948
2,1,1,2,0,1,3,0,4,1,0,4,5,2,2,2,3,2,4,24.029944444444446
3,1,1,1,4,1,4,4,0,3,1,0,5,1,5,0,1,3,3,8.171690821256044
1,0,4,4,4,1,3,0,1,2,4,3,0,4,0,1,1,2,2,12.080891089108912
0,5,1,2,2,5,0,3,0,3,0,0,2,4,5,5,5,2,2,8.938058252427181
2,3,0,0,2,0,2,3,4,0,2,4,0,0,5,3,1,0,2,7.288068965517241
2,1,1,0,3,1,3,0,0,2,3,1,1,3,2,4,5,2,0,75.35153005464484
1,4,2,1,2,3,3,0,1,2,4,3,1,2,5,4,5,3,2,74.78376146788992
0,0,4,0,1,0,0,2,2,2,4,3,1,2,5,1,5,2,3,11.034971098265904
3,4,1,4,3,0,1,3,4,4,4,4,5,2,0,0,5,1,2,8.171690821256044
3,4,4,4,0,3,4,4,3,2,4,4,3,0,2,0,0,0,2,5.338695652173913
2,0,4,4,4,3,1,2,0,3,0,4,0,1,0,4,5,1,4,74.61652631578949
3,3,0,3,2,0,2,4,2,3,1,3,3,1,2,3,5,4,0,10.942600732600736
4,0,2,3,2,0,3,0,1,3,4,2,1,2,5,1,0,1,0,10.23457831325301
0,0,2,4,3,1,4,3,4,2,4,1,1,4,0,1,5,3,4,11.034971098265904
2,0,1,4,1,5,2,4,4,0,0,3,0,3,2,2,5,1,0,22.637553191489346
4,0,4,4,2,5,2,1,0,0,1,3,1,2,0,4,0,0,2,73.27591304347824
4,3,0,4,3,1,2,3,2,2,3,4,3,2,2,4,5,4,4,76.54311111111109
1,0,3,3,0,3,1,2,2,0,2,1,1,4,0,3,1,1,3,7.288068965517241
0,0,3,0,2,3,1,4,4,0,0,1,3,2,5,2,0,0,2,22.637553191489346
4,0,0,2,1,3,2,0,3,0,4,2,1,3,5,1,5,1,0,8.675300546448087
0,3,0,3,2,3,0,2,4,1,1,3,1,2,2,1,1,4,1,9.537285067873302
3,3,0,2,0,1,0,3,1,4,1,4,3,1,0,0,0,0,3,6.877452229299362
0,2,0,4,3,0,1,3,3,0,2,1,3,4,0,0,1,0,3,5.338695652173913
2,1,3,4,0,1,2,2,1,1,4,2,3,0,0,3,5,3,2,8.945600000000002
0,1,0,3,3,3,4,2,4,3,2,1,3,3,5,1,5,1,2,10.23457831325301
1,1,0,0,3,1,4,2,4,3,0,2,5,2,2,3,5,2,1,10.164502617801048
0,1,3,1,3,5,3,1,3,4,2,4,5,3,2,4,1,1,3,74.61652631578949
4,4,2,1,4,5,4,2,2,3,0,4,5,1,5,5,3,4,4,10.302058823529412
0,2,2,1,1,3,4,3,4,1,0,2,1,2,2,0,3,4,3,8.074245283018866
2,3,2,3,4,1,4,1,4,1,2,1,0,1,0,1,1,3,4,10.871235955056179
2,0,0,0,0,5,2,4,0,4,0,2,5,1,0,0,1,3,3,8.849047619047626
4,3,1,0,2,0,3,1,3,0,3,3,1,1,5,4,5,2,3,74.18192660550459
5,0,4,2,1,3,0,2,3,2,2,0,0,2,2,5,3,2,0,8.16909090909091
0,3,2,3,3,1,3,2,1,2,1,1,2,3,0,4,0,0,0,73.78021739130435
4,2,3,0,4,3,2,0,0,3,0,0,0,4,2,0,0,3,1,9.72762886597938
3,4,1,4,4,5,3,0,1,4,2,0,2,1,0,2,3,2,1,25.472265193370177
0,4,2,1,1,0,3,3,0,2,3,3,0,4,2,1,0,0,3,9.285496183206106
1,2,0,0,1,5,0,1,1,3,3,1,1,3,2,2,5,3,1,26.050513833992078
0,0,4,2,3,3,4,1,4,4,4,3,1,0,0,4,1,2,1,74.61652631578949
1,1,3,4,4,0,0,3,4,0,2,2,2,1,2,1,3,1,4,8.675300546448087
4,3,3,2,1,1,0,4,1,3,3,3,5,1,0,4,5,1,2,73.78021739130435
2,4,0,3,4,5,2,4,1,4,1,2,3,3,2,1,1,3,0,12.080891089108912
3,1,3,4,2,0,0,3,2,3,3,2,5,2,0,3,1,0,0,8.768073394495408
3,1,4,4,3,3,4,0,3,3,2,4,1,4,2,1,3,2,3,11.034971098265904
0,2,2,0,2,1,1,0,0,4,2,3,0,4,2,5,5,3,2,10.302058823529412
3,0,3,3,4,3,1,4,4,0,1,0,0,1,0,0,5,3,4,8.074245283018866
2,0,3,4,4,3,1,4,0,4,1,2,5,0,2,3,5,2,3,9.612916666666669
4,0,1,3,0,1,1,3,0,4,1,0,0,2,2,2,1,2,3,24.509677419354837
1,1,0,4,1,0,0,4,3,3,4,2,1,3,0,4,3,2,1,75.35153005464484
2,2,0,2,4,0,2,4,1,1,1,3,1,1,5,4,3,1,1,74.18192660550459
3,0,1,1,0,1,0,0,1,1,0,0,5,2,0,2,1,4,3,24.029944444444446
2,0,3,3,2,1,3,1,4,2,2,0,0,3,5,0,3,3,4,8.074245283018866
4,2,4,2,0,3,3,0,1,1,4,0,3,4,2,2,3,1,4,24.029944444444446
0,2,4,4,3,3,1,2,4,2,0,4,1,2,2,0,5,0,1,6.877452229299362
1,3,0,4,1,5,4,1,0,3,1,0,3,2,0,3,3,4,2,10.942600732600736
4,4,3,4,1,1,3,2,4,3,1,3,3,4,5,3,3,4,0,10.942600732600736
1,0,1,4,2,5,0,0,4,0,2,0,5,1,5,5,5,1,4,7.0563636363636375
2,4,0,1,1,1,4,3,2,0,3,4,5,1,0,3,5,1,1,7.288068965517241
0,0,4,4,3,5,4,1,3,4,2,1,5,0,2,4,0,1,0,75.35153005464484
4,0,3,1,0,3,3,1,2,3,1,0,2,4,5,2,5,1,3,24.509677419354837
2,0,2,0,4,3,3,2,3,1,1,3,5,4,5,2,1,1,3,24.92750000000001
4,3,2,3,2,0,3,0,1,0,4,4,2,1,5,5,5,0,1,7.0563636363636375
2,4,0,2,2,5,4,1,4,3,4,3,2,1,0,0,0,3,1,8.849047619047626
0,3,0,4,3,1,2,4,3,1,2,2,2,4,0,1,3,2,3,9.537285067873302
2,1,0,2,0,5,0,4,3,0,4,1,2,0,2,3,0,0,0,7.288068965517241
1,1,3,4,3,3,1,0,4,3,4,2,3,3,0,1,5,4,4,11.034971098265904
1,0,0,0,4,0,1,0,1,4,2,4,5,2,5,2,5,1,4,25.472265193370177
2,2,2,4,2,5,1,2,0,3,1,3,3,2,5,5,1,4,1,10.302058823529412
1,0,3,3,1,3,0,1,1,0,1,1,1,3,2,0,1,4,3,8.074245283018866
4,2,0,3,3,1,0,4,0,1,3,4,2,1,0,0,0,0,2,5.338695652173913
3,1,4,1,3,0,0,2,1,1,1,1,2,2,0,3,0,4,3,9.811140939597317
3,2,3,3,3,3,3,1,3,1,2,4,3,4,0,4,3,1,4,74.18192660550459
4,1,0,2,4,1,3,4,4,2,1,3,5,0,0,2,0,0,2,25.472265193370177
2,0,4,3,2,5,0,1,4,3,4,3,2,2,2,3,5,2,2,10.164502617801048
4,3,2,2,1,1,1,1,3,1,0,2,1,0,5,3,1,0,4,7.288068965517241
4,1,3,0,0,1,1,0,4,3,4,4,5,0,2,1,3,1,0,9.285496183206106
2,3,0,0,2,1,2,1,1,3,4,4,3,4,2,1,5,4,1,11.034971098265904
2,0,0,1,3,0,1,3,3,4,4,1,5,1,5,2,3,3,0,26.050513833992078
3,1,2,4,0,3,4,3,4,2,4,3,2,0,2,0,5,4,4,7.221184210526316
1,1,4,2,0,3,4,1,3,1,4,0,5,1,2,0,3,0,2,5.338695652173913
2,2,4,4,4,1,1,1,2,4,1,1,2,2,5,4,5,2,0,75.35153005464484
3,2,0,2,1,5,0,2,1,0,0,4,5,2,5,5,5,0,2,6.176052631578948
4,2,2,4,2,5,4,1,1,2,2,1,5,3,0,1,3,4,4,11.034971098265904
4,4,4,1,0,3,2,3,1,3,0,2,3,2,5,5,0,0,0,6.276666666666666
1,0,4,0,1,5,1,4,3,0,4,2,3,1,5,3,1,4,1,8.945600000000002
0,2,4,3,2,1,0,0,3,0,4,2,0,1,0,2,3,1,4,22.637553191489346
3,1,4,3,4,3,3,4,3,1,4,4,5,3,2,2,3,3,0,24.92750000000001
4,2,3,2,4,3,1,0,2,1,1,2,3,0,0,2,3,2,4,24.92750000000001
0,4,2,1,0,5,0,4,0,3,0,4,3,0,0,3,1,3,1,10.164502617801048
1,0,1,0,2,3,2,1,2,2,3,4,1,0,0,0,5,2,0,6.5166134185303495
3,4,0,2,3,0,2,4,3,0,3,3,1,0,5,0,5,3,0,8.074245283018866
2,3,3,3,1,1,0,3,4,4,4,2,2,4,2,4,5,0,3,74.69249999999998
4,2,3,2,1,0,3,1,0,4,2,1,2,3,5,5,0,1,0,8.938058252427181
4,1,3,2,4,3,0,0,1,0,0,3,5,2,5,1,5,1,3,8.675300546448087
3,3,1,2,3,5,0,3,4,1,4,4,3,0,5,2,1,1,1,24.92750000000001
2,3,2,0,2,0,0,4,2,3,3,2,1,2,5,4,1,0,4,73.78021739130435
0,0,3,3,2,0,2,3,0,0,4,4,0,0,2,3,3,3,0,8.945600000000002
2,3,2,3,3,0,3,1,1,4,0,1,2,2,5,2,5,2,1,25.472265193370177
3,4,0,0,2,5,4,0,4,2,2,4,0,3,2,0,5,1,2,6.5166134185303495
1,2,3,1,2,5,0,1,3,3,3,3,0,1,2,2,0,4,4,26.050513833992078
4,3,1,0,1,3,4,1,1,2,5,1,0,4,5,3,1,2,2,10.164502617801048
3,2,2,4,0,5,2,3,0,1,4,2,0,0,0,3,3,2,3,8.945600000000002
3,4,2,2,4,0,1,0,0,3,1,0,2,3,0,3,0,3,3,10.942600732600736
2,3,0,2,0,3,1,4,2,2,2,4,0,1,5,4,0,3,1,74.78376146788992
1,1,3,2,3,5,0,3,3,3,1,3,0,0,0,2,0,3,2,26.050513833992078
3,1,4,4,4,1,0,2,1,1,4,3,2,0,2,4,1,3,4,75.71182608695652
4,2,3,3,1,5,4,1,0,4,2,4,2,2,2,1,0,1,0,9.285496183206106
3,1,3,0,1,5,0,2,2,1,4,4,2,2,5,2,3,3,4,24.029944444444446
0,1,0,2,4,3,0,2,1,0,1,4,0,0,5,0,1,2,3,6.5166134185303495
0,4,2,3,4,3,2,1,0,0,0,1,5,3,2,0,3,3,2,8.074245283018866
3,2,0,2,3,3,1,4,3,4,2,1,1,2,2,1,3,1,4,10.23457831325301
0,3,2,1,3,1,2,4,3,0,4,3,1,0,0,5,1,2,2,7.846071428571428
1,4,0,4,1,1,0,1,1,1,3,1,0,2,5,5,5,3,3,9.010185185185188
1,2,0,4,3,5,0,1,2,1,0,1,0,3,5,0,0,1,0,6.5166134185303495
2,1,1,4,3,5,4,1,1,4,0,1,3,3,0,4,1,3,4,75.74634615384616
0,2,2,0,0,3,1,4,2,4,2,0,0,0,0,2,5,3,4,26.050513833992078
0,0,1,1,0,3,0,2,3,3,0,3,3,1,0,4,3,2,0,74.61652631578949
